id,text,cat_val
816,“BMI passports” needed for anyone who is technically overweight I say.. no excuses. Just like the “unvaccinated” they pose a threat to all of us trying to get to covid zero as well as potentially harming themselves.                               😉See where this is going? https://t.co/4fUcNzcNMB,M
817,"@rsmitty109 @afneil I'm not a denier, I'm just a tired, depressed peasant who can't get his head around how 2 unvaccinated people can work side by side yet 2 vaccinated people can't meet indoors.",M
818,@HerbsandDirt @BlueGaynor @GuinnChastity Depopulation @1jordanio,G
819,"No!
#MyBodyMyChoice 
Shove it! https://t.co/t9yhld2Qol",M
820,@pf31486950 @wrong_actually @BorisJohnson I suggest you Google 'non sterilizing vaccines' and how they can drive viruses to evolve. Variants don't just come from unvaccinated people.,R
821,The eye of providence is watching all of you. You think it's what he wants? Seriously? Murder? Genocide? Deliberate depopulation? Control? Mind control? Tagging? Tracking? Tracing? No privacy? Then you don't know god do you? He freed slaves! He didn't enslave!,G
822,33 unvaccinated people can meet indoors though 😃 🏫 https://t.co/VfIk137NGr,M
823,"@alphatucana @theJeremyVine They can only spread it to the unvaccinated who are now the under 50s who have more risk of a heart attack. The number of people who have died without identified underlying health issues is still minute, compared to other deaths- to cancer, heart disease,
https://t.co/YrPbuBTJRY",R
824,"@cajegroup @BillGates Anyone can be an EXPERT on anything they genuinely study.  So the question is what field of view the STUDY is based on.  I heard him say depopulation, and that is all I need to hear!",G
825,"@cheri_rotruck This is who spent 2 billion for these vaccines, A depopulation and eugenics freak who's only goal in life is to lessen the amount of ppl worldwide. Changing DNA is a death sentence, and basic eugenics. https://t.co/gF3dZ6eIvG",G
826,"@IainLees 5/ There is also a very real concern that 'The Great Reset' has a depopulation agenda and is some kind of Final Solution. Both Gates and Johnson (father and son) have espoused the necessity for depopulation.  
https://t.co/XGpK93jDZL",G
827,"@EssexPR @BorisJohnson ""You can't go indoors with  another fully vaccinated person as its not fair on those who haven't been vaccinated. But not to worry in a few months time you can go to a pub whilst the ""unvaccinated"" can't,  so it'll be worth the wait. That's what he really means",M
828,"@AdeleMellish compromise would be that not having the vaccine doesn't make you ineligible for some thing but it simply puts you right to the back of the queue. That way nobody is denied anything. Eg nightclub - everyone can come in, but vaccinated first and if space, then unvaccinated",M
829,@drsimonegold @GovRonDeSantis Every business owner that endorses a COVID passport is discriminating against the unvaccinated population. And pushing a communistic agenda. Lastly you’re violating my right to privacy!,M
830,"OOC/ Sing song voice: “🎶 Everything is closed today, and I feel like a swamp witch... and that this day has been absolutely 86’d, and I’m just gonna FRY!!!🎵” 
Yay me!!! #NoVaccine for me today. No icecream 🍦 for my boo boo. I just want to leave the city now. LOL",M
831,"@talkRADIO @JuliaHB1 @EmmaMcClarkin Pubs, restaurants, cinemas etc, having to check people’s covid certificate on the door before entry will be the final nail in hospitality sectors coffin. Hopefully people whether vaxxed or otherwise will not accept this as condition of entry. We all need to fight this together.",M
832,"@berniespofforth @EdenFisher Those vaccinated will be pushing for those unvaccinated to loose freedoms or join them with vaccination.

It should be personal choice whether you choose to have it or not.",M
833,"@nasty1_not Only Awarded To Serial Killing Sociopath Nazis That Fight For The #NWO Depopulation &amp; Enslavement Agenda‼️ Must Be Profficient In Microsoft Software, Dark Web Money Laundering &amp; #HumanTrafficking ‼️ 🤷🏻‍♀️",G
834,@woods818 @ez_dee I think that's exactly why the vaxxed and unvaxxed need to stick together. We may be needed to help them should they becomed vaxx injured. Don't let the government enforce segregation,G
835,@woods818 @ez_dee I think that's exactly why the vaxxed and unvaxxed need to stick together. We may be needed to help them should they becomed vaxx injured. Don't let the government enforce segregation,M
836,"@gray11 @LBC well i’m unvaccinated and i’m working front line nhs the way through ! not had covid ,not having vaccine and not getting it. #mybodymychoice  #NoVaccinePassports",M
837,"@JasonGroves1 Get real groups of unvaccinated people been meeting up all year, no problem.",M
838,It is going to come down to the vaxxed vs the unvaxxed.,M
839,"@PrisonPlanet what? common sense? surely not?

what about gates other mad cap ventures, such as depopulation through vaccines??",G
840,@JDDoubleTrouble @carlearrye So i take you are in favour of a regime...or modern day segregation..vaccinated and unvaccinated...even tho with vaccine u can still catch and pass on..,M
841,Depopulation https://t.co/fNPXZ3t0N4,G
842,"Nuremberg trials for the eugenicists, mad scientists, and the politicians selected to oversee the ongoing genocide of the American people.
#Event201 #Plandemic #Scamdemic 
#GreatReset #ExposeBillGates #LeaveTheUnitedNations",G
843,"@poker_biker @DavidDavisMP I'm not staying at home.

I'm very happy mixing in close quarters with vaccinated people and oppening up earlier than the unvaccinated are able.

If you don't want a vaccination passport don't have one.",M
844,@JasonGroves1 His entire demeanor shifted @ 1:37. He KNOWS how ridiculous it is to suggest the whole planet gets vaxxed but it does absolutely nothing to eradicate social distancing. That's because the vax isn't intended for covid and SD is nothing to do with a pandemic. Yet people buy it 🤡,G
845,World human depopulation and human programming. https://t.co/i1GwlxGQIr,G
846,"@JacksonR08 @44___down @RichardGrenell I have kids and never questioned getting them vaccinated.  Knowing what I know now, I regret it.  Not saying I wouldn't have still had them vaxxed, but I would have done my homework first.  Now their doctor is pushing the HPV vax, and I said no.  That one is scary.",R
847,"I love how ""2 households = 6 people"".  Depopulation is the agenda https://t.co/a5W8vbc7zm",G
848,@valoakley25 You can't even sit in a room with another vaxxed person. That's how free and normal you are.,M
849,"@HighWireTalk It took a long time for ""gay"" (LGTBIQ) people to get their rights.  I support people's right to choose.  It is starting to look like ""we the people"" whom choose to be unvaccinated are going to be in the same boat. I hope we overcome, too.",M
850,@pb1882 @StVitusDance @IainLees I don’t think it’ll save any lives.The recent report on track&amp;trace showed it didn’t have any impact on saving lives- even the BBC reported it.The vax doesn’t stop the spread-experiment in US-100 vaxxed people STILL caught the virus.Even BJ just said it doesn’t stop transmission,R
851,I always thought people like this were just trolls. But they seem to be real and they will make #depopulation real when people follow this stupidity. https://t.co/QuZrzVbsUp,G
852,"@BreesAnna Former Pfizer VP Sounds Alarm: COVID-19 Vaccine Campaign “Madness” That May Be Used For “Massive-Scale Depopulation”
https://t.co/3HUYlSxV3Y",G
853,"@JimDelos147 @cherese88419639 @Aaron_Stevens81 @danboy Why were there patents implemented for COVID in 2015,17 &amp; 18. Well in advance of the outbreak. Who are the pirbright institute? Why does B Gates want depopulation via vaccine while the major contributor financially to the WHO among others inc pharmaceutical co’s. Whats the agenda",G
854,"Say NO to Vaccine Passports! My Body, My Choice! #MyBodyMyChoice #MBMC",M
855,"@jongaunt @paul47evans @BorisJohnson So you want to prioritise hospitality workers for a vaccine next so the fortunate ones that have had two injections can go out socialising, what happens when they go home to unvaccinated family will the passport help?",M
856,@Ellandback1919 @BuzzBeardy @JollyJa68760143 @FraserNelson @Telegraph Probably should mark the unvaccinated with a handy symbol to identify them shouldn't we? Yellow star maybe?,M
857,"@IpsosMORI utterly discredited, after being exposed
as being massively funded by #BillGatesBioTerrorist.
This IS a Fake Poll. https://t.co/eYyktQkPRk",G
858,@EricMMatheny He’s not a doctor and only has his depopulation psychopath idea worldwide with multiple lawsuits and buying farmland like crazy in the USA and multiple trips to Epstein island on his resume... what a hero,G
859,"Many who've been vaxxed are fighting it, but... I see so many 'older' ppl accepting it - they have tunnel vision. Imagine telling your grandchild u can't spontaneously go to the swimming baths this afternoon, because they don't have a ""passport"" - young &amp; healthy do not NEED it. https://t.co/MHC3yK6d67",M
860,"Further, the incidence rates of all surveyed adverse effects were similar or lower in vaccinated individuals compared to unvaccinated individuals after either vaccine dose, although myalgia was modestly increased within 7 days of the second dose...",R
861,"#PfizerVaccine, the gift that keeps on giving....for #BigPharma that is. This means that everybody will have to get two shots every year, which will keep profits rolling in for #Pfizer. 
#onpoli #TOpoli #cdnpoli #Toronto #Ontario #Canada #Covidscam #COVID19 #vaccineharm #lockdown https://t.co/yQpDh6DInu",G
